StartX,StartY,TargetWidth,Velocity,DirectionAngle,Duration,RectLeft,RectTop,tMouse_X,Mouse_Y,IfClick
-130,-14,32,256,207.8505352,984,274.7189802,225.638948,284,267,0
170,-85,16,64,217.1209855,1332,734.1482615,227.1450559,752,246,0
-139,107,16,128,238.0959552,1095,418.9885751,351.6143818,424,370,0
-75,-120,96,256,258.637496,728,479.8331679,18.54844953,556,87,1
94,145,16,128,281.7177444,4294964901,777.9911804,259.2928672,67108863,67108863,0
42,168,96,64,21.09803467,1125,701.2975788,517.4653224,763,569,1
-169,-54,96,64,169.0951028,1097,354.3063788,282.7343956,371,327,1
133,-40,16,64,113.1576437,1710,721.9839199,424.0692979,736,411,0
-135,-70,64,64,148.1426033,1006,418.6635757,303.2654149,437,336,1
16,164,64,64,119.6667085,854,596.7593672,551.3224573,645,610,1
-138,-95,96,64,49.86632195,843,488.7199679,269.6821331,543,293,1
-167,17,16,128,84.6924958,1393,481.4119234,557.1635912,483,537,0
-151,-50,96,256,138.7077889,918,262.3458949,430.4084404,309,422,0
137,79,96,256,263.795101,1132,697.625567,113.9232502,690,185,0
-12,128,32,128,249.2375889,750,578.6943956,395.6488027,612,431,0
139,51,32,128,271.771515,973,766.865729,281.511293,789,316,0
-43,185,16,256,309.5660987,1338,805.8571141,286.0487539,796,323,0
63,129,32,128,85.15453363,1063,698.3327782,618.1861306,711,619,1
-37,128,16,192,183.9591131,1061,393.8314939,477.5771786,443,477,0
145,41,64,64,355.4389624,1106,822.9145685,374.922656,858,398,1
-66,112,96,192,24.23077283,808,667.6506837,499.2518084,694,493,0
-127,-20,16,64,84.64310996,4294965165,516.9499795,470.3759557,67108863,67108863,0
-148,-57,32,256,118.5782716,946,361.6643145,508.395837,375,472,0
15,130,32,128,235.2523491,1010,565.3209736,379.282824,595,426,0
-110,-102,32,256,231.6560148,929,365.0920634,65.24715695,376,85,1
-52,168,16,192,349.9237053,1197,805.6894844,491.3949113,793,492,0
76,-174,64,192,310.8094822,847,789.4145948,43.41686918,817,74,1
-31,-133,64,128,232.3327571,781,516.9954795,128.7714197,547,161,1
-117,-79,16,192,263.1890783,1168,488.5135048,62.73713231,509,95,0
