StartX,StartY,TargetWidth,Velocity,DirectionAngle,Duration,RectLeft,RectTop,tMouse_X,Mouse_Y,IfClick
-157,66,64,64,273.2221353,785,453.8137711,344.0184805,479,372,1
-95,-93,16,128,179.3421987,956,412.8652567,260.4252286,427,266,1
81,101,32,256,185.540502,859,487.5813622,423.9098392,517,438,1
111,-99,64,64,201.1340645,718,676.2596509,212.4786709,705,244,1
-3,180,32,128,189.4656496,959,501.9653937,504.1537939,534,522,0
-107,76,96,192,308.1271244,662,563.9786744,287.3729068,597,360,1
112,-77,96,192,229.4867603,722,614.8140273,130.6254905,681,193,1
-13,-137,32,256,263.607397,764,589.4541757,14.69052504,610,57,0
152,-20,96,256,337.2314158,679,901.0077926,226.101279,912,287,1
-125,59,32,192,47.02277638,832,606.4006443,518.264921,612,523,1
47,169,96,64,32.63395514,847,684.5644431,510.1777383,740,547,1
-72,168,16,192,231.5789209,859,457.4832146,390.753716,478,407,0
73,-125,96,256,241.0765378,751,573.1148894,20.71138733,628,90,1
77,-107,16,64,108.8996412,803,692.3924265,293.5077441,703,298,1
35,-158,64,64,91.33637045,767,641.8583445,218.9386598,679,243,1
-176,-16,96,192,138.4214338,777,303.4872186,395.818279,366,424,1
-165,94,16,256,188.2082344,946,231.8614558,412.0815221,259,411,0
-61,147,32,64,70.98215676,869,581.3879977,544.3486458,596,541,0
-45,-155,96,256,245.0846751,766,464.9230603,-19.69586241,522,67,1
-172,-5,32,256,167.8443009,991,207.129656,391.744692,247,401,0
7,-161,16,64,354.0031799,859,693.8095511,185.2423596,699,197,1
-101,-107,64,256,33.12768159,662,646.0219953,311.7230383,664,319,1
129,-107,96,64,150.8014737,694,682.4564194,226.539978,728,269,1
147,-80,96,256,21.78629571,690,902.4549738,297.3319791,920,343,1
71,-106,16,256,83.61689462,773,724.7203339,440.1579451,723,435,0
70,151,64,256,136.255214,839,523.9332768,626.4599354,570,633,1
156,-55,16,256,190.556631,863,574.1896623,257.1539674,586,265,1
126,-27,32,192,255.1478749,818,709.717939,165.0982063,724,199,0
-147,110,32,192,132.1981447,899,363.1373151,579.5812172,396,575,0
-169,69,16,192,312.5295173,978,588.6594685,284.0085089,581,303,0
-164,50,64,128,223.87431,760,373.922337,310.6232509,415,345,1
-157,26,64,192,274.7842959,772,463.2479573,207.6619577,496,254,1
-32,133,32,192,257.9411148,771,561.3084749,333.3339158,580,371,0
100,104,16,192,172.9007666,1307,485.288277,486.7262172,509,506,0
-118,-53,16,64,310.3542457,989,555.0343925,250.7066692,559,262,1
84,-102,64,64,254.5532372,694,680.3304057,183.7684645,714,214,1
143,10,32,256,327.4580483,929,967.0503459,226.3478535,961,251,0
133,-130,64,128,270.7814691,689,742.1992043,110.0821494,777,150,1
159,-23,96,256,96.61781435,723,729.4635025,474.6289918,782,486,1
126,-109,32,192,216.3025697,764,630.3228195,147.080107,668,168,0
95,-142,16,128,137.9319073,853,644.7841816,284.2045688,665,284,0
164,69,64,64,149.2808523,751,730.5354462,421.6385964,755,462,1
-107,109,16,64,293.1179915,871,546.4486206,410.7581352,554,417,1
162,31,96,64,89.77683522,778,754.1941877,392.8558906,802,438,1
-53,177,64,64,299.7803678,737,577.9382195,464.9157692,607,493,1
28,126,16,128,55.16118611,1170,745.3763145,600.6630224,748,595,0
12,185,64,256,28.53480065,990,840.4702884,632.8790444,845,639,0
-56,133,16,192,159.3470515,4294967253,-5000,-5000,638,374,0
-157,11,16,64,38.25535294,925,521.6303129,399.7674391,530,405,1
104,101,16,256,43.07244744,897,904.1011991,610.154763,900,597,0
150,-59,16,256,303.7457596,1116,940.6625269,55.50669989,935,93,0
-178,68,96,256,45.59062982,572,516.7357018,484.8759286,552,510,1
149,64,64,192,239.9796612,643,696.7740211,287.7710079,734,333,1
-134,-60,16,192,82.33611265,803,518.8998343,447.3157146,528,461,1
-138,-81,16,256,21.54793249,1321,812.2082956,396.6531952,871,414,0
-147,91,96,128,62.7552499,772,489.716581,489.8421541,537,530,1
156,81,64,256,94.75797749,671,749.7451943,580.2622472,793,583,1
-102,-143,32,128,215.683024,816,438.7581565,141.2220578,473,162,0
118,-67,16,128,213.1517815,893,653.1708894,221.7531249,668,244,0
163,-27,64,128,259.2607884,663,755.0690267,217.0028406,787,269,1
37,-172,16,256,205.4508352,883,466.2962506,83.52869325,498,101,0
25,-151,64,192,24.83813727,746,765.3550378,238.2635538,773,263,1
152,104,32,256,145.645689,1284,505.1724395,633.1224584,554,628,0
127,-129,64,64,3.757920677,679,777.5616083,201.7955443,801,233,1
65,127,16,128,165.6213811,1126,558.365201,514.5402267,585,516,0
-146,0,64,64,314.1946736,713,493.5007838,295.6010075,530,330,1
-93,107,32,256,149.2279555,728,368.2607804,547.9044569,417,550,0
-37,-165,32,128,217.5824097,753,509.4789181,119.3386354,532,155,0
-159,-56,96,256,106.4219895,664,385.3388326,417.7095927,460,456,1
83,-105,32,256,17.9822578,718,882.065323,295.8222437,870,306,0
121,-110,16,128,210.1452101,766,669.7722297,193.666769,687,207,0
-2,-143,16,64,334.4227106,938,683.9961539,183.1556887,682,201,0
-124,66,32,64,114.4938583,733,480.8757471,451.9762662,503,459,1
-166,-30,16,64,193.2142351,823,414.4812458,309.9028806,426,319,1
-138,127,16,128,68.99878742,4294966494,-5000,-5000,682,370,0
100,162,16,192,288.6768686,966,790.8908852,339.7828036,786,370,0
-179,19,32,192,204.3153953,844,297.6986177,296.4432213,333,328,0
-19,164,32,128,54.48709535,779,663.8650364,590.4864335,673,593,1
117,-146,32,128,191.6506695,829,637.6992423,176.7001792,667,196,1
-153,9,96,192,279.7957215,691,461.5483474,190.400848,520,278,1
37,-140,16,64,265.0138565,878,664.070849,155.502179,667,177,0
84,140,32,64,323.1603953,903,753.8767073,449.6303538,761,475,1
-137,7,32,64,226.1423511,765,453.3295538,315.9594265,473,338,1
-91,-97,16,256,159.6543438,857,336.2184908,330.9365441,369,334,0
19,146,64,64,90.60171256,1034,626.3042378,540.248865,665,575,1
102,-97,32,128,253.3713142,797,696.6176304,148.6187363,715,189,0
89,165,96,256,249.6930731,674,621.2925953,315.6498637,688,408,1
-91,-110,96,192,49.76984926,662,581.7665964,297.472407,629,341,1
-108,-76,16,256,69.32115206,861,602.9496085,485.1675767,607,469,0
109,135,64,128,85.58797341,604,722.9310286,539.8696543,759,561,1
12,181,32,128,33.37988635,547,693.8385724,563.1083864,694,567,0
-189,-8,96,256,154.8755157,756,231.3420871,384.4999112,316,424,1
144,-68,32,192,43.79219996,691,863.3327136,367.3958754,862,376,0
-19,170,96,128,155.9014695,572,507.7343008,511.1927492,590,539,1
135,15,32,64,311.7132915,719,789.4760742,324.810376,794,351,1
